"filename", "language", "Swift", "Markdown", "Shell Script", "YAML", "JSON with Comments", "comment", "blank", "total"
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/RetryIntegrityTag.swift", "Swift", 163, 0, 0, 0, 0, 121, 53, 337
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Crypto/KeyExchange.swift", "Swift", 74, 0, 0, 0, 0, 33, 20, 127
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Crypto/PEMLoader.swift", "Swift", 304, 0, 0, 0, 0, 146, 95, 545
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Crypto/Signature.swift", "Swift", 159, 0, 0, 0, 0, 54, 30, 243
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/ALPN.swift", "Swift", 53, 0, 0, 0, 0, 16, 15, 84
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/EarlyData.swift", "Swift", 67, 0, 0, 0, 0, 55, 29, 151
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/KeyShare.swift", "Swift", 132, 0, 0, 0, 0, 54, 41, 227
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/PreSharedKey.swift", "Swift", 227, 0, 0, 0, 0, 82, 63, 372
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/PskKeyExchangeModes.swift", "Swift", 56, 0, 0, 0, 0, 35, 25, 116
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/ServerName.swift", "Swift", 45, 0, 0, 0, 0, 23, 18, 86
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/SignatureAlgorithms.swift", "Swift", 59, 0, 0, 0, 0, 14, 15, 88
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/SupportedGroups.swift", "Swift", 56, 0, 0, 0, 0, 14, 15, 85
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/SupportedVersions.swift", "Swift", 76, 0, 0, 0, 0, 27, 24, 127
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Extensions/TLSExtension.swift", "Swift", 223, 0, 0, 0, 0, 53, 43, 319
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/KeySchedule/TLSKeySchedule.swift", "Swift", 417, 0, 0, 0, 0, 165, 86, 668
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/KeySchedule/TranscriptHash.swift", "Swift", 112, 0, 0, 0, 0, 43, 31, 186
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Messages/Alert.swift", "Swift", 141, 0, 0, 0, 0, 97, 41, 279
"/Users/hiro/Local/wuse-project/quiver/Sources/QUICCrypto/TLS/Messages/Certificate.swift", "Swift", 82, 0, 0, 0, 0, 43, 31, 156
